pdl_id,active_day_rate,n_runs,mean_run_len,max_run_len,mean_gap_len,max_gap_len,active_rate_weekday,active_rate_weekend,mean_kwh_weekday,mean_kwh_weekend,r_global,r_mid,r_summer,r_winter,mean_daily_kwh,p95_daily_kwh,cv_daily_kwh,seasonality_amp,winter_minus_summer,label_rs_rp,cluster_ref
1704875583,0.7994505494505495,16.0,18.1875,246.0,4.866666666666666,23.0,0.7884615384615384,0.8269230769230769,20.020331346153846,20.911000480769232,1.0,0.4422182310310871,0.10469016779904233,0.4530916011698705,20.274808241758244,39.500632499999995,0.6620611546604475,0.3484014333708282,0.3484014333708282,0,3
6674572658,0.7994505494505495,27.0,10.777777777777779,140.0,2.7037037037037037,16.0,0.7961538461538461,0.8076923076923077,19.034687692307692,19.87315480769231,1.0,0.4789682738609186,0.11380776797671562,0.40722395816236573,19.274249725274725,44.640957499999985,0.7316077814530232,0.365160505884203,0.2934161901856501,0,3
9993623468,0.7994505494505495,10.0,29.1,237.0,8.11111111111111,55.0,0.8,0.7980769230769231,14.652154615384617,16.429625,1.0,0.41104807089621237,0.1947398837876097,0.3942120453161779,15.160003296703298,33.96179249999999,0.6889525276653302,0.21630818710860267,0.19947216152856817,0,0
10607320546,0.7994505494505495,40.0,7.275,67.0,1.8717948717948718,8.0,0.7961538461538461,0.8076923076923077,16.95609673076923,17.78185576923077,1.0,0.5539832092025978,0.21709158849125723,0.2289252023061449,17.192027884615385,34.66254749999998,0.4360814297269106,0.3368916207113406,0.011833613814887678,0,5
11239534806,0.7994505494505495,10.0,29.1,151.0,8.11111111111111,38.0,0.7923076923076923,0.8173076923076923,12.73423076923077,14.652158173076923,1.0,0.44529860434962326,0.083538866418747,0.4711625292316297,13.282210027472527,34.55073249999998,0.8251559444935411,0.38762366281288274,0.38762366281288274,1,6
14953875748,0.7994505494505495,19.0,15.31578947368421,165.0,4.055555555555555,20.0,0.7923076923076923,0.8173076923076923,14.404486923076925,14.83828701923077,1.0,0.45572414011410306,0.16296779763065725,0.3813080622552396,14.528429807692309,29.308679999999992,0.5518236256123124,0.29275634248344584,0.21834026462458236,0,0
16277393756,0.7994505494505495,8.0,36.375,184.0,8.11111111111111,36.0,0.8,0.7980769230769231,9.988612884615385,11.71946682692308,1.0,0.3960026850014226,0.23918970223230446,0.36480761276627294,10.483142582417582,25.15414999999997,0.7233175490226224,0.15681298276911815,0.12561791053396848,1,2
19987809609,0.7994505494505495,16.0,18.1875,192.0,4.866666666666666,21.0,0.7961538461538461,0.8076923076923077,16.78824346153846,18.113864903846153,1.0,0.3074311043094336,0.12755734404538865,0.5650115516451778,17.166992445054944,46.7189125,0.8647401286816909,0.43745420759978915,0.43745420759978915,0,8
21164370115,0.7994505494505495,11.0,26.454545454545453,180.0,7.3,24.0,0.8038461538461539,0.7884615384615384,7.112870192307692,7.627956730769232,1.0,0.48465494202560594,0.41003826172838576,0.10530679624600839,7.260037774725275,15.857004999999996,0.694186300267261,0.3793481457795975,-0.3047314654823774,1,2
22788077558,0.7994505494505495,18.0,16.166666666666668,142.0,4.294117647058823,15.0,0.7923076923076923,0.8173076923076923,11.573206730769229,13.748136538461539,1.0,0.45658147687888595,0.3654218372978283,0.1779966858232859,12.194615247252747,31.015622499999985,0.9547643601800065,0.2785847910556001,-0.1874251514745424,1,2
